Customer ID,Recency,Frequency,InvoiceCount,Monetary,CLV,Predicted_CLV,Segment
12425.0,84,1,1,964.21,964.21,681.1242519530592,VIP
12426.0,298,1,1,762.48,762.48,558.0466698529268,VIP
12427.0,7,1,1,303.5,303.5,348.2680037954739,Loyal
12429.0,1,5,5,3735.51,747.1020000000001,589.8458113540979,VIP
12431.0,9,13,13,4370.52,336.1938461538462,349.1869977450199,Loyal
12433.0,2,5,5,7205.39,1441.078,961.9584514425578,VIP
12434.0,17,1,1,297.29,297.29,344.1715252723206,Loyal
12435.0,32,4,4,6096.04,1524.01,1011.749734120647,VIP
12437.0,31,21,21,7731.99,368.19,348.323002488373,Loyal
12439.0,318,2,2,1158.18,579.09,465.9034078065131,VIP
12440.0,98,2,2,859.2,429.6,404.4016586198692,VIP
12441.0,2,1,1,173.55,173.55,282.0321900820426,Regular
12443.0,368,1,1,485.31,485.31,413.06074851647634,VIP
12445.0,56,1,1,301.58000000000004,301.58000000000004,343.38964396843664,Loyal
12449.0,46,2,2,768.6,384.3,385.0641056890566,Loyal
12450.0,35,3,3,490.32,163.44,265.36271271000976,At Risk
12451.0,99,3,3,3634.36,1211.4533333333334,829.2048303292923,VIP
12454.0,31,4,4,13151.44,3287.86,2059.429143115963,VIP
12455.0,81,4,4,3413.09,853.2725,638.0843753214277,VIP
12457.0,71,1,1,632.68,632.68,511.730358313181,VIP
12458.0,63,2,2,830.09,415.045,399.95354035865535,Loyal
12459.0,241,1,1,454.36,454.36,406.7897257706203,VIP
12460.0,92,1,1,326.65,326.65,353.3936522417774,Loyal
12466.0,318,1,1,56.73,56.73,196.99372635712876,At Risk
12467.0,59,1,1,132.8,132.8,256.5640196551914,At Risk
12468.0,162,3,3,2941.2,980.4,690.5093644405738,VIP
12469.0,158,2,2,3070.54,1535.27,947.6407896932087,VIP
12470.0,325,1,1,211.95,211.95,276.14822619918175,Regular
12471.0,10,48,49,20139.739999999998,419.5779166666666,300.16269870070926,Regular
12472.0,5,13,13,11308.48,869.8830769230769,701.7446747888798,VIP
12474.0,14,13,13,5048.66,388.35846153846154,373.29105419829216,Loyal
12475.0,45,1,1,426.26,426.26,408.2746666405617,VIP
12476.0,32,12,12,7298.99,608.2491666666666,519.2416253750098,VIP
12477.0,35,3,3,7056.63,2352.21,1392.8452408483547,VIP
12480.0,35,3,3,2183.2200000000003,727.7400000000001,568.8237219528578,VIP
12481.0,1,6,6,6765.07,1127.5116666666665,818.3180026841833,VIP
12482.0,212,27,29,23691.4,877.4592592592593,1315.455263560441,VIP
12483.0,14,11,11,2635.6,239.6,279.4232989142682,Regular
12484.0,119,6,6,1828.43,304.73833333333334,327.4506479822661,Loyal
12485.0,165,1,1,708.1,708.1,543.200754028453,VIP
12486.0,67,1,1,1037.28,1037.28,722.1958580002092,VIP
12487.0,366,1,1,285.29999999999995,285.29999999999995,310.45728382182665,Regular
12490.0,14,11,11,4405.71,400.5190909090909,382.55543250670326,Loyal
12492.0,39,1,1,452.0,452.0,421.7457002306614,VIP
12494.0,1,3,3,626.77,208.92333333333332,293.0476566088674,Regular
12495.0,276,1,1,357.4,357.4,354.6319342469012,Loyal
12496.0,256,2,2,54.09,27.045,181.16341238318176,At Risk
12497.0,36,2,2,5205.400000000001,2602.7000000000003,1476.9334131811024,VIP
12499.0,196,1,1,393.72,393.72,379.61444367487553,Loyal
12500.0,71,8,8,1697.39,212.17375,270.55465955329765,Regular
12503.0,220,1,1,1126.0,1126.0,749.2113074287562,VIP
12504.0,53,2,2,297.0,148.5,260.6729212930552,At Risk
12505.0,44,1,1,955.2,955.2,679.1968020536825,VIP
12507.0,220,1,1,539.25,539.25,452.1493013047036,VIP
12510.0,95,7,7,4195.45,599.35,499.337965223943,VIP
12511.0,64,1,1,3084.02,3084.02,1732.0002205895066,VIP
12514.0,277,1,1,580.08,580.08,468.67294182220746,VIP
12516.0,66,2,2,1336.56,668.28,532.4871682785015,VIP
12519.0,112,1,1,385.7,385.7,381.84568865211486,Loyal
12523.0,10,12,12,2582.38,215.19833333333335,263.97542697947944,At Risk
12524.0,24,9,9,6640.39,737.8211111111111,595.1662570982119,VIP
12525.0,134,3,3,973.73,324.57666666666665,345.40848695404827,Loyal
12527.0,130,2,2,386.8,193.4,277.94459020644325,Regular
12529.0,164,1,1,316.48,316.48,342.53424938353066,Loyal
12530.0,51,5,5,2096.98,419.396,399.6911963501071,Loyal
12531.0,322,1,1,1807.98,1807.98,1116.7348707285385,VIP
12533.0,263,2,2,1367.89,683.945,524.5123131067074,VIP
12537.0,44,1,1,732.94,732.94,565.2997678480905,VIP
12538.0,14,1,1,276.5,276.5,333.78211307267816,Loyal
12539.0,86,3,3,5646.400000000001,1882.1333333333334,1158.0013989098707,VIP
12540.0,14,16,16,8854.25,553.390625,485.30047912365325,VIP
12542.0,120,2,2,481.88,240.94,303.91940667547544,Regular
12543.0,84,1,1,980.25,980.25,689.6651169879622,VIP
12547.0,136,1,1,175.78,175.78,272.4009789716846,Regular
12549.0,211,6,6,1575.68,262.61333333333334,295.8565342476972,Regular
12553.0,21,2,2,916.47,458.235,425.8888307715242,VIP
12554.0,84,1,1,468.5,468.5,426.565444007164,VIP
12555.0,318,1,1,129.23,129.23,234.31617006227364,At Risk
12557.0,7,4,4,6725.18,1681.295,1090.625484616401,VIP
12562.0,21,2,2,1185.18,592.59,496.7761577371722,VIP
12563.0,44,1,1,249.24,249.24,317.6264273628684,Regular
12567.0,3,7,7,4308.58,615.5114285714286,517.9126645261747,VIP
12568.0,280,1,1,70.0,70.0,206.91044341839745,At Risk
12570.0,318,1,1,77.52,77.52,207.6640663244387,At Risk
12573.0,17,4,4,556.87,139.2175,249.26328163269451,At Risk
12575.0,93,2,2,622.8199999999999,311.40999999999997,343.11503694728515,Loyal
12576.0,28,4,3,826.89,206.7225,363.1560315196919,Loyal
12577.0,17,5,5,995.9499999999999,199.19,278.5121080341228,Regular
12578.0,21,2,2,1847.94,923.97,669.3264159374737,VIP
12580.0,212,1,1,637.2,637.2,503.0032805369059,VIP
12582.0,58,2,2,1469.04,734.52,568.2256012298578,VIP
12583.0,9,13,13,7166.0599999999995,551.2353846153845,487.078699805896,VIP
12586.0,10,3,3,1865.73,621.91,515.6721562014003,VIP
12588.0,35,3,3,743.88,247.96,311.0576973473874,Regular
12589.0,57,6,6,4048.98,674.83,544.9510332307451,VIP
12591.0,26,2,2,899.3,449.65,420.83128763114985,VIP
12592.0,155,3,3,2145.06,715.02,554.4563612628677,VIP
12594.0,14,5,5,1751.89,350.37800000000004,363.4504029392691,Loyal
12595.0,140,1,1,299.02,299.02,335.49950808912183,Loyal
12598.0,99,3,3,1511.01,503.67,443.9562206329317,VIP
12599.0,17,6,6,1264.14,210.69000000000003,281.1652842232579,Regular
12600.0,7,12,12,2444.88,203.74,256.62642378971077,At Risk
12601.0,40,1,1,104.19999999999999,104.19999999999999,243.3873143451254,At Risk
12605.0,12,4,4,1232.95,308.2375,342.9178797386831,Loyal
12606.0,318,1,1,21.0,21.0,178.79046870768292,At Risk
12608.0,40,1,1,415.79,415.79,403.1375817532097,VIP
12609.0,10,6,6,2309.01,384.83500000000004,382.38587047398266,Loyal
12613.0,24,5,5,3490.69,698.138,560.9199478735632,VIP
12615.0,49,4,4,3449.79,862.4475,643.9680854613132,VIP
12616.0,24,1,1,417.8,417.8,405.53643955567566,VIP
12619.0,196,1,1,140.14,140.14,249.55691938865942,At Risk
12621.0,1,16,16,11086.14,692.88375,627.5661900007572,VIP
12623.0,52,6,6,3442.7400000000002,573.7900000000001,488.84300106950275,VIP
12625.0,145,2,2,2481.06,1240.53,822.5492418293015,VIP
12629.0,21,2,2,1558.22,779.11,594.6258295339625,VIP
12631.0,92,6,5,2841.07,473.5116666666667,522.4624206042897,VIP
12632.0,156,2,2,804.88,402.44,383.60957720040943,Loyal
12633.0,18,3,3,3514.18,1171.3933333333332,810.457396854232,VIP
12634.0,171,2,2,490.0,245.0,301.76329872010336,Regular
12635.0,28,2,2,1241.23,620.615,510.14616714833943,VIP
12636.0,374,1,1,141.0,141.0,235.745243407094,At Risk
12637.0,14,4,4,2318.41,579.6025,492.8590101225821,VIP
12638.0,275,1,1,249.8,249.8,299.46361608660266,Regular
12639.0,70,2,2,826.27,413.135,398.3437943060017,Loyal
12643.0,21,6,6,5005.78,834.2966666666666,660.5425073384768,VIP
12644.0,66,3,3,1440.58,480.1933333333333,433.1059443602174,VIP
12645.0,45,5,4,1764.12,352.82399999999996,438.78273900849297,VIP
12647.0,3,26,27,14201.53,546.2126923076924,419.59904283923424,VIP
12648.0,73,3,3,793.95,264.65000000000003,317.09218149003425,Regular
12649.0,18,5,5,1671.1399999999999,334.22799999999995,353.61162206481004,Loyal
12651.0,14,3,3,263.75,87.91666666666667,226.45118688679048,At Risk
12652.0,70,1,1,97.05000000000001,97.05000000000001,237.30250387545965,At Risk
12653.0,162,1,1,1950.98,1950.98,1173.5529525306106,VIP
12655.0,59,1,1,261.35,261.35,322.49303756272764,Regular
12656.0,61,3,3,2356.66,785.5533333333333,596.1604493579495,VIP
12661.0,72,1,1,162.0,162.0,270.5336699657386,Regular
12662.0,9,10,10,3138.2400000000002,313.824,332.2501065985357,Loyal
12663.0,260,2,2,239.4,119.7,229.60836666997542,At Risk
12664.0,150,2,2,1188.16,594.08,486.8538297376932,VIP
12665.0,53,2,2,250.6,125.3,248.3418193217624,At Risk
12666.0,30,1,1,1248.42,1248.42,831.0903732529948,VIP
12668.0,14,7,6,7637.53,1091.0757142857142,880.0985643736362,VIP
12670.0,21,2,2,764.24,382.12,385.9146103062251,Loyal
12671.0,242,1,1,2622.481,2622.481,1532.1861379511795,VIP
12672.0,231,1,1,211.15,211.15,283.0764436325704,Regular
12673.0,37,1,1,619.5,619.5,508.0611110957058,VIP
12675.0,189,2,2,958.5,479.25,423.73174781562045,VIP
12676.0,44,5,5,1511.7,302.34000000000003,334.71971420688703,Loyal
12677.0,191,2,2,395.1,197.55,275.3826715317229,Regular
12678.0,11,9,9,16652.72,1850.3022222222223,1265.4724017385147,VIP
12681.0,3,24,24,17080.74,711.6975000000001,606.8915064929737,VIP
12682.0,1,23,23,11745.69,510.6821739130435,461.89845054494043,VIP
12683.0,1,8,8,4220.21,527.52625,470.26388549361036,VIP
12686.0,7,1,1,89.14,89.14,238.36916421430323,At Risk
12687.0,116,2,2,2138.91,1069.455,742.3894677505671,VIP
12691.0,56,1,1,134.6,134.6,257.62501581829713,At Risk
12692.0,273,1,1,110.95,110.95,228.45991420583812,At Risk
12693.0,32,3,3,847.11,282.37,330.0126809267619,Loyal
12694.0,57,1,1,973.68,973.68,690.1313172536213,VIP
12695.0,164,3,3,825.02,275.00666666666666,314.6837670075968,Regular
12696.0,70,2,2,851.91,425.955,405.0727907832422,VIP
12698.0,226,1,1,339.75,339.75,349.5445986083147,Loyal
12699.0,53,1,1,638.11,638.11,515.820264578758,VIP
12701.0,165,4,4,1648.7,412.175,388.09297214507257,Loyal
12703.0,269,3,3,722.98,240.99333333333334,288.83046510006466,Regular
12705.0,19,5,5,4893.81,978.7620000000001,702.3608742363076,VIP
12708.0,4,9,9,2601.19,289.0211111111111,318.1866848244442,Regular
12709.0,2,19,20,21356.82,1124.0431578947369,821.4998679366872,VIP
12711.0,247,2,2,1339.05,669.525,518.7154792429149,VIP
12712.0,1,10,10,2797.53,279.75300000000004,312.3753554382356,Regular
12714.0,24,7,7,9384.85,1340.6928571428573,902.6191421543464,VIP
12717.0,226,1,1,277.93,277.93,317.5851773827691,Regular
12720.0,5,6,6,2478.94,413.1566666666667,398.8811014405361,Loyal
12721.0,21,2,2,1356.95,678.475,541.9441984507271,VIP
12724.0,19,3,3,1286.11,428.7033333333333,409.80005991849754,VIP
12725.0,7,4,4,2266.76,566.69,485.69465262248593,VIP
12726.0,23,4,4,1405.5,351.375,365.7314274421471,Loyal
12727.0,78,3,3,1698.8300000000002,566.2766666666668,479.10550724614916,VIP
12728.0,19,1,1,233.84,233.84,311.58799582134975,Regular
12730.0,157,1,1,829.25,829.25,602.4798592463017,VIP
12731.0,78,5,5,6879.8,1375.96,940.1328583049177,VIP
12733.0,25,3,3,2040.92,680.3066666666667,543.4465296946167,VIP
12734.0,10,2,2,529.25,264.625,325.1502080965646,Loyal
12737.0,134,2,2,3710.5,1855.25,1122.8147203593016,VIP
12738.0,8,1,1,155.35,155.35,272.07033743727806,Regular
12739.0,21,2,2,1713.69,856.845,633.8300231110504,VIP
12741.0,165,2,2,406.07,203.035,280.46012623926174,Regular
12742.0,261,1,1,1201.52,1201.52,791.6840252836791,VIP
12744.0,95,4,4,4037.77,1009.4425,724.6392667180123,VIP
12745.0,122,3,3,925.41,308.46999999999997,336.3474397649587,Loyal
12746.0,176,1,1,254.55,254.55,309.753207352038,Regular
12747.0,5,16,16,5080.53,317.533125,323.66361353997246,Regular
12748.0,1,144,144,22879.66,158.8865277777778,-233.2386555041068,At Risk
12749.0,35,4,4,2806.48,701.62,555.7851986719447,VIP
12751.0,80,1,1,268.27,268.27,324.29242835373907,Regular
12755.0,1,10,10,5218.709999999999,521.8709999999999,463.58148410411866,VIP
12758.0,95,5,5,7111.650000000001,1422.3300000000002,939.0532651116455,VIP
12759.0,22,5,5,3489.3,697.86,561.0602524577532,VIP
12760.0,91,1,1,347.8,347.8,364.27056514406377,Loyal
12761.0,93,2,2,782.95,391.475,385.41915203700705,Loyal
12763.0,5,1,1,320.08,320.08,356.86745786078745,Loyal
12765.0,108,6,6,1404.58,234.09666666666666,287.44651679347464,Regular
12766.0,2,3,3,3078.65,1026.2166666666667,727.6403236900444,VIP
12767.0,11,1,1,949.82,949.82,679.3225086272172,VIP
12768.0,86,1,1,168.69000000000003,168.69000000000003,272.8510279196682,Regular
12770.0,92,1,1,1895.0,1895.0,1154.0788233447288,VIP
12771.0,121,1,1,282.3,282.3,328.20455418894676,Loyal
12773.0,200,1,1,124.25,124.25,241.12428969648542,At Risk
12774.0,171,1,1,98.7,98.7,230.15711505980352,At Risk
12775.0,24,2,2,300.08,150.04,263.69511230159134,At Risk
12776.0,303,1,1,55.5,55.5,197.71455179191722,At Risk
12777.0,93,1,1,519.45,519.45,451.719474452811,VIP
12778.0,32,3,3,953.45,317.81666666666666,348.9978437994761,Loyal
12779.0,7,7,7,2740.91,391.5585714285714,384.6565630911168,Loyal
12780.0,234,1,1,337.4,337.4,347.7249574893794,Loyal
12782.0,10,6,6,2287.32,381.22,379.9322546422875,Loyal
12784.0,165,1,1,1230.33,1230.33,816.2798363338027,VIP
12785.0,171,2,2,788.45,394.225,380.2736418414893,Loyal
12786.0,245,1,1,728.5,728.5,547.5331553722831,VIP
12787.0,49,1,1,398.52,398.52,393.93797001175363,Loyal
12788.0,99,4,4,444.9,111.225,227.52644862911362,At Risk
12789.0,148,2,2,181.5,90.75,222.7810949429725,At Risk
12790.0,46,1,1,266.93,266.93,326.34896991514523,Loyal
12791.0,9,6,6,863.51,143.91833333333332,244.5406839965217,At Risk
12792.0,170,1,1,426.47,426.47,398.4206509672149,Loyal
12793.0,7,2,2,471.85,235.925,310.2148353652622,Regular
12796.0,264,1,1,381.0,381.0,367.673897613315,Loyal
12797.0,1,2,2,552.08,276.04,331.6679755483739,Loyal
12798.0,57,1,1,1533.8899999999999,1533.8899999999999,992.2083427027143,VIP
12799.0,165,1,1,219.35,219.35,292.6434938782521,Regular
12800.0,106,3,3,584.25,194.75,276.9140246438214,Regular
12801.0,136,1,1,1071.82,1071.82,724.3756262207608,VIP
12802.0,78,6,6,1988.84,331.4733333333333,346.7562109805127,Loyal
12803.0,29,1,1,1092.81,1092.81,753.6581197232617,VIP
12804.0,101,2,2,327.02,163.51,264.6536815831806,At Risk
12805.0,17,4,4,1434.95,358.7375,370.47808255839976,Loyal
12806.0,71,4,4,2878.96,719.74,563.0060778495738,VIP
12807.0,19,1,1,330.35,330.35,361.2818962900881,Loyal
12808.0,4,3,3,422.45,140.81666666666666,255.65062631013973,At Risk
12809.0,201,2,2,1266.63,633.315,506.1488865706927,VIP
12810.0,170,2,2,534.99,267.495,313.59051470419206,Regular
12811.0,14,2,2,519.05,259.525,322.1540251655256,Regular
12813.0,137,3,3,1687.8,562.6,472.2379031477526,VIP
12817.0,35,2,2,524.94,262.47,321.7489407080362,Regular
12819.0,94,1,1,540.52,540.52,462.34539358129973,VIP
12820.0,33,7,7,1747.18,249.59714285714287,299.0568711530153,Regular
12821.0,247,1,1,128.07999999999998,128.07999999999998,239.381939088876,At Risk
12823.0,30,13,13,4742.0,364.7692307692308,356.9710286614045,Loyal
12825.0,157,2,2,518.63,259.315,310.5963689477697,Regular
12826.0,1,6,6,1481.03,246.83833333333334,303.53019819097346,Regular
12829.0,186,1,1,92.30000000000001,92.30000000000001,225.83735525990818,At Risk
12831.0,99,2,2,236.06,118.03,240.7187021788213,At Risk
12835.0,63,42,41,6043.31,143.88833333333335,162.59496007888677,At Risk
12836.0,25,11,11,3972.76,361.16,357.27606931040265,Loyal
12837.0,205,1,1,554.31,554.31,461.0426457182065,VIP
12838.0,9,9,9,2715.35,301.7055555555555,325.7465225982976,Loyal
12839.0,3,13,13,4480.31,344.6392307692308,353.0366911246118,Loyal
12840.0,73,3,3,1315.2,438.40000000000003,410.6564210023118,VIP
12841.0,5,17,17,3518.33,206.96058823529413,241.7457700512664,At Risk
12842.0,40,2,2,799.0,399.5,392.3985107917905,Loyal
12843.0,18,22,22,4886.15,222.09772727272727,233.84906842769587,At Risk
12844.0,78,2,2,322.64,161.32,265.3700613730657,At Risk
12846.0,318,1,1,15.58,15.58,175.88495720586383,At Risk
12847.0,23,1,1,765.36,765.36,581.3497996551531,VIP
12848.0,311,1,1,208.0,208.0,275.23348346941884,Regular
12849.0,17,4,4,2039.67,509.9175,453.5568381635755,VIP
12850.0,81,1,1,330.0,330.0,356.2191869036236,Loyal
12851.0,113,1,1,148.95,148.95,260.582444607356,At Risk
12853.0,63,5,5,1950.4,390.08000000000004,382.69859894426276,Loyal
12854.0,197,4,4,1669.52,417.38,387.96425039718565,Loyal
12855.0,8,4,4,612.84,153.21,257.7837138760689,At Risk
12857.0,72,4,4,2581.6,645.4,520.8094446673141,VIP
12858.0,19,1,1,177.92,177.92,282.87893766974,Regular
12859.0,94,1,1,575.1,575.1,479.62981308921565,VIP
12860.0,329,1,1,55.47,55.47,195.6590766655411,At Risk
12861.0,255,1,1,68.25,68.25,208.08514720895116,At Risk
12862.0,61,2,2,1008.3199999999999,504.15999999999997,447.2257144920617,VIP
12863.0,15,5,5,2271.35,454.27,420.99390629130517,VIP
12864.0,144,1,1,152.45,152.45,259.9246128881432,At Risk
12865.0,14,2,2,1755.24,877.62,646.0857833636368,VIP
12866.0,110,2,2,668.23,334.115,353.59424395097096,Loyal
12867.0,33,6,6,3876.47,646.0783333333333,528.6311686038975,VIP
12868.0,9,3,3,640.0,213.33333333333334,294.46968526822394,Regular
12869.0,317,1,1,337.66999999999996,337.66999999999996,341.2301995098924,Loyal
12870.0,11,3,3,1676.95,558.9833333333333,480.65443489506583,VIP
12871.0,75,1,1,363.38,363.38,373.9059330165826,Loyal
12872.0,1,11,11,3085.52,280.5018181818182,308.1805574770231,Regular
12873.0,33,2,2,1653.3,826.65,616.3105923734323,VIP
12874.0,21,2,2,948.42,474.21,434.7906447905501,VIP
12875.0,107,3,3,1013.76,337.92,353.8090523460485,Loyal
12876.0,30,2,2,1863.77,931.885,671.1698813565735,VIP
12877.0,37,8,8,1419.4,177.425,253.73637393727398,At Risk
12880.0,17,2,2,640.13,320.065,353.58278146432605,Loyal
12887.0,19,1,1,222.4,222.4,305.65608335256553,Regular
12889.0,17,4,4,385.46000000000004,96.36500000000001,225.22118709822695,At Risk
12890.0,23,2,1,336.8,168.4,410.4894278949788,VIP
12891.0,94,8,8,509.5,63.6875,181.05097594970448,At Risk
12892.0,32,1,1,263.38,263.38,325.7021034954797,Loyal
12894.0,211,1,1,157.35,157.35,257.1593900422604,At Risk
12897.0,17,2,2,297.75,148.875,263.6800413364985,At Risk
12898.0,99,2,2,310.96000000000004,155.48000000000002,260.6229037445502,At Risk
12899.0,49,1,1,366.4,366.4,377.0640273109366,Loyal
12900.0,58,1,1,340.33,340.33,363.10393674733905,Loyal
12903.0,64,1,1,833.53,833.53,611.3513215620376,VIP
12905.0,212,2,2,1018.42,509.21,437.7258561827523,VIP
12907.0,31,2,2,508.91,254.455,318.01141585444157,Regular
12908.0,16,3,3,1026.0,342.0,363.21390972094355,Loyal
12909.0,60,3,3,924.52,308.17333333333335,341.07832425678816,Loyal
12910.0,15,5,5,2721.48,544.296,474.0240078682739,VIP
12911.0,187,1,1,1680.47,1680.47,1034.291525772295,VIP
12913.0,4,9,9,4217.2300000000005,468.58111111111117,427.02056540026786,VIP
12914.0,36,1,1,223.98,223.98,305.1474249273338,Regular
12915.0,8,3,3,811.1,270.3666666666667,326.1495236682553,Loyal
12916.0,78,3,3,1647.87,549.29,470.64363200641367,VIP
12917.0,36,5,5,3765.2,753.04,589.4343877649526,VIP
12918.0,262,1,1,10953.5,10953.5,5369.694444885707,VIP
12920.0,207,2,3,323.86,161.93,182.19339987192967,At Risk
12921.0,2,39,39,19333.95,495.7423076923077,449.4005652125777,VIP
12923.0,26,2,2,612.9,306.45,345.68914960144645,Loyal
12924.0,29,8,8,1535.7,191.9625,261.49932026423994,At Risk
12925.0,228,1,1,35.28,35.28,193.17363600818504,At Risk
12926.0,47,4,4,1548.46,387.115,383.7690485296,Loyal
12927.0,30,1,1,197.31,197.31,292.0690837369282,Regular
12928.0,14,7,7,2242.19,320.3128571428571,342.20752915622967,Loyal
12931.0,16,41,42,50291.38,1226.6190243902438,1088.3807289649387,VIP
12932.0,175,8,8,1698.56,212.32,262.396245366111,At Risk
12933.0,16,5,5,1079.5,215.9,288.0413653115962,Regular
12934.0,372,1,1,181.65,181.65,256.8639231825155,At Risk
12935.0,11,8,8,2083.16,260.395,304.11219541117566,Regular
12937.0,99,5,5,1593.34,318.668,339.3232350238513,Loyal
12939.0,15,11,12,13683.0,1243.909090909091,812.2560752764869,VIP
12941.0,360,1,1,377.49,377.49,358.1505256768488,Loyal
12942.0,1,1,1,258.75,258.75,325.77285338866756,Loyal
12943.0,194,2,2,496.5,248.25,301.87663837373407,Regular
12945.0,292,1,1,437.16,437.16,394.18972238608586,Loyal
12946.0,72,1,1,324.45,324.45,353.8352926540255,Loyal
12947.0,9,1,1,304.04,304.04,348.37740580232696,Loyal
12948.0,366,2,2,252.48000000000002,126.24000000000001,223.91701588590507,At Risk
12949.0,18,13,14,11359.48,873.8061538461538,615.2514493441367,VIP
12951.0,22,9,9,2149.65,238.85000000000002,287.00828821655927,Regular
12953.0,158,1,1,498.96000000000004,498.96000000000004,436.53092758527714,VIP
12954.0,274,1,1,162.45,162.45,254.76326737498295,At Risk
12956.0,320,3,3,413.82,137.94,229.44101797547364,At Risk
12957.0,177,5,5,4689.43,937.8860000000001,691.4438649710986,VIP
12958.0,36,2,2,539.49,269.745,325.66380098193804,Loyal
12959.0,120,1,1,150.95,150.95,260.9918113666186,At Risk
12960.0,49,4,4,1322.07,330.5175,352.07250416047356,Loyal
12961.0,15,1,1,211.99,211.99,300.66905815583874,Regular
12963.0,1,5,5,1744.96,348.992,364.238119943392,Loyal
12964.0,73,1,1,132.24,132.24,255.16191323860664,At Risk
12967.0,7,2,2,2646.02,1323.01,879.6459594261562,VIP
12969.0,238,1,1,122.45,122.45,237.46446957725843,At Risk
12970.0,16,6,6,1072.73,178.78833333333333,263.0469426064789,At Risk
12971.0,2,32,33,4782.88,149.465,64.619480031965,At Risk
12972.0,49,4,4,1161.2,290.3,330.0723303970709,Loyal
